Id_cliente,churn,genero,idoso,possui_parceiro,possui_dependentes,tempo_de_contato,servico_telefonico,varias_linhas_telefonicas,tipo_de_internet,seguraca_online,backup_online,protecao_de_dispositivo,suporte_tecnico,tv_por_streaming,filmes_por_streaming,tipo_de_contrato,fatura_digital,forma_de_pagamento,gasto_mensal,gasto_total,contas_diarias
4587-VVTOX,Yes,Feminino,No,Yes,No,6,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,105.3,545.2,3.028888888888889
4588-YBNIB,Yes,Feminino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,19.6,19.6,0.6533333333333334
4589-IUAJB,No,Masculino,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),24.25,1724.15,0.8210238095238096
4592-IWTJI,Yes,Feminino,No,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,No,No,Mês a mês,No,Cartão de crédito (automático),29.7,91.7,1.018888888888889
4597-ELFTS,Yes,Masculino,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque eletrônico,24.9,1334.0,0.794047619047619
4597-NUCQV,Yes,Masculino,Yes,No,No,24,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,101.25,2440.15,3.3890972222222224
4598-XLKNJ,Yes,Feminino,Yes,Yes,No,25,Yes,No,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,98.5,2514.5,3.3526666666666665
4598-ZADCK,No,Feminino,No,No,No,53,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Um ano,Yes,Cheque eletrônico,53.6,2879.2,1.810817610062893
4603-JANFB,Yes,Masculino,No,No,No,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,69.85,69.85,2.328333333333333
4607-CHPCA,Yes,Masculino,No,Yes,Yes,25,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Um ano,Yes,Cheque eletrônico,90.4,2178.6,2.9048
4608-LCIMN,No,Masculino,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,Transferência bancária (automática),44.65,369.15,1.538125
4609-KNNWG,No,Feminino,No,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,19.9,550.1,0.6791358024691359
4611-ANLQC,No,Feminino,No,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Um ano,No,Cheque eletrônico,50.05,2911.5,1.6175
4612-SSVHJ,No,Feminino,Yes,No,No,20,Yes,No,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,81.45,1671.6,2.786
4612-THJBS,Yes,Feminino,Yes,No,No,56,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Um ano,Yes,Transferência bancária (automática),104.75,5510.65,3.2801488095238094
4614-NUVZD,Yes,Feminino,No,No,No,1,Yes,No,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,81.1,81.1,2.703333333333333
4615-PIVVU,No,Feminino,No,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Dois anos,No,Cartão de crédito (automático),66.5,2762.75,2.19265873015873
4616-EWBNJ,No,Feminino,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Transferência bancária (automática),20.1,318.6,0.6637500000000001
4616-ULAOA,No,Feminino,No,Yes,Yes,65,Yes,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),110.8,7245.9,3.7158461538461536
4619-EVPHY,No,Feminino,Yes,Yes,No,20,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Um ano,Yes,Transferência bancária (automática),91.0,1859.5,3.0991666666666666
4622-YNKIJ,No,Masculino,No,No,No,33,Yes,No,Fibra óptica,Yes,No,No,Yes,Yes,No,Dois anos,Yes,Cheque eletrônico,88.95,3027.65,3.0582323232323234
4623-ZKHLY,No,Masculino,No,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Transferência bancária (automática),20.45,471.55,0.714469696969697
4625-EWPTF,Yes,Masculino,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,30.45,226.45,0.9435416666666666
4625-LAMOB,No,Masculino,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),20.4,905.55,0.6860227272727273
4625-XMOYM,No,Feminino,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Transferência bancária (automática),26.25,1988.05,0.9203935185185185
4626-GYCZP,Yes,Masculino,No,No,No,7,Yes,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,93.85,635.6,3.026666666666667
4626-OZDTJ,No,Feminino,No,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Um ano,Yes,Cartão de crédito (automático),78.65,3950.85,2.582254901960784
4627-MIHJH,No,Feminino,Yes,No,No,69,Yes,Yes,Fibra óptica,Yes,No,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),110.25,7467.55,3.607512077294686
4628-CTTLA,Yes,Masculino,No,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,39.3,2111.45,1.2347660818713448
4628-WQCQQ,Yes,Masculino,No,No,Yes,35,Yes,No,Fibra óptica,No,No,Yes,No,Yes,No,Um ano,Yes,Cheque eletrônico,85.15,3030.6,2.886285714285714
4629-NRXKX,Yes,Feminino,No,Yes,Yes,2,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,70.4,147.15,2.4525
4631-OACRM,Yes,Masculino,Yes,No,No,15,Yes,No,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,79.4,1156.1,2.569111111111111
4632-PAOYU,No,Masculino,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,19.95,433.5,0.6568181818181819
4632-XJMEX,No,Masculino,No,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Um ano,No,Cartão de crédito (automático),62.85,3419.5,2.15062893081761
4633-MKHYU,No,Feminino,No,No,No,9,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque enviado,88.4,788.6,2.9207407407407406
4634-JLRJT,No,Feminino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,20.35,20.35,0.6783333333333333
4635-EJYPD,No,Masculino,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,18.95,613.95,0.63953125
4636-JGAAI,No,Masculino,No,Yes,No,34,Yes,Yes,Fibra óptica,No,Yes,No,No,No,Yes,Mês a mês,No,Cheque enviado,88.85,3000.25,2.941421568627451
4636-OLWOE,No,Masculino,No,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Um ano,Yes,Cheque eletrônico,61.0,3283.05,2.026574074074074
4636-QRJKY,Yes,Feminino,No,Yes,Yes,6,Yes,Yes,Fibra óptica,No,No,No,Yes,No,No,Mês a mês,Yes,Cheque eletrônico,80.5,502.85,2.7936111111111113
4636-TVXVG,No,Masculino,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Transferência bancária (automática),19.95,1244.8,0.6692473118279569
4640-UHDOS,Yes,Feminino,No,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Mês a mês,No,Cheque eletrônico,55.95,734.35,1.882948717948718
4641-FROLU,No,Feminino,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,19.3,602.9,0.6698888888888889
4644-OBGFZ,No,Masculino,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,19.5,1026.35,0.6220303030303029
4644-PIZRT,No,Masculino,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Um ano,Yes,Transferência bancária (automática),70.35,1201.65,2.3561764705882355
4646-QZXTF,No,Feminino,No,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Mês a mês,No,Transferência bancária (automática),81.25,580.1,2.7623809523809526
4647-MUZON,No,Feminino,No,Yes,No,18,Yes,No,Fibra óptica,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,Cartão de crédito (automático),95.95,1745.5,3.2324074074074076
4647-XXZAM,No,Feminino,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque enviado,45.5,285.2,1.5844444444444443
4648-YPBTM,No,Masculino,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Dois anos,Yes,Transferência bancária (automática),73.9,3958.25,2.4894654088050316
4652-NNHNY,Yes,Masculino,No,Yes,No,16,Yes,Yes,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Transferência bancária (automática),73.85,1284.2,2.6754166666666666
4652-ODEVH,No,Masculino,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,24.45,1088.25,0.8061111111111111
4654-DLAMQ,No,Feminino,Yes,Yes,No,64,Yes,No,Fibra óptica,Yes,Yes,Yes,No,No,Yes,Um ano,No,Transferência bancária (automática),97.0,6430.9,3.349427083333333
4654-GGUII,No,Feminino,No,No,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Um ano,Yes,Cheque enviado,40.2,711.95,1.3184259259259261
4654-ULTTN,No,Masculino,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Dois anos,Yes,Cartão de crédito (automático),74.8,5315.8,2.5313333333333334
4656-CAURT,No,Masculino,No,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),23.95,1713.1,0.8275845410628019
4657-FWVFY,No,Feminino,No,Yes,Yes,40,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,No,Mês a mês,Yes,Cartão de crédito (automático),96.35,3915.4,3.2628333333333335
4658-HCOHW,Yes,Feminino,No,Yes,Yes,21,Yes,No,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,102.8,2110.15,3.3494444444444444
4659-NZRUF,Yes,Feminino,No,No,No,19,Yes,Yes,Fibra óptica,Yes,Yes,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,95.15,1789.25,3.1390350877192983
4660-IRIBM,No,Masculino,No,Yes,Yes,18,Yes,No,Fibra óptica,Yes,No,Yes,No,Yes,No,Mês a mês,Yes,Cheque enviado,87.9,1500.5,2.778703703703704
4661-NJEUX,No,Masculino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,20.05,20.05,0.6683333333333333
4662-EKDPQ,Yes,Masculino,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Mês a mês,No,Transferência bancária (automática),62.05,118.3,1.9716666666666667
4664-NJCMS,No,Feminino,No,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois anos,No,Transferência bancária (automática),59.55,2016.3,2.0366666666666666
4667-OHGKG,Yes,Masculino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,19.3,19.3,0.6433333333333333
4667-QONEA,No,Feminino,Yes,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Um ano,Yes,Cartão de crédito (automático),74.85,4456.35,2.47575
4670-TABXH,No,Masculino,No,Yes,No,72,Yes,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),109.75,7758.9,3.592083333333333
4671-LXRDQ,Yes,Masculino,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque enviado,45.0,96.45,1.6075000000000002
4671-VJLCL,No,Feminino,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Dois anos,Yes,Cartão de crédito (automático),79.85,4861.45,2.572195767195767
4672-FOTSD,No,Masculino,No,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Mês a mês,Yes,Cheque eletrônico,67.25,832.3,2.3119444444444444
4673-KKSLS,No,Feminino,No,No,No,31,Yes,No,Fibra óptica,Yes,No,Yes,Yes,No,No,Mês a mês,No,Cheque eletrônico,87.6,2724.25,2.929301075268817
4674-HGNUA,No,Masculino,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),89.9,6457.15,3.031525821596244
4676-MQUEA,No,Masculino,Yes,Yes,No,50,Yes,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,No,Um ano,Yes,Transferência bancária (automática),101.9,5265.5,3.5103333333333335
4676-WLUHT,No,Masculino,No,No,No,54,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Dois anos,No,Transferência bancária (automática),46.2,2431.95,1.5012037037037036
4678-DVQEO,Yes,Feminino,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Mês a mês,Yes,Cheque eletrônico,52.2,52.2,1.74
4680-KUTAJ,No,Feminino,Yes,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,55.6,580.8,1.7599999999999998
4682-BLBUC,No,Masculino,No,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Um ano,Yes,Cheque eletrônico,70.95,3250.45,2.462462121212121
4683-WYDOU,No,Masculino,No,Yes,No,62,Yes,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),107.6,6912.7,3.716505376344086
4685-ERGHK,No,Masculino,No,No,No,57,Yes,Yes,Fibra óptica,No,No,No,No,Yes,No,Um ano,Yes,Cheque eletrônico,86.9,4939.25,2.888450292397661
4685-TFLLS,No,Masculino,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Transferência bancária (automática),19.8,342.3,0.633888888888889
4686-GEFRM,No,Masculino,No,Yes,No,70,Yes,Yes,Fibra óptica,No,Yes,Yes,Yes,No,Yes,Dois anos,Yes,Transferência bancária (automática),98.7,6858.9,3.266142857142857
4686-UXDML,No,Feminino,No,No,No,21,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,Cartão de crédito (automático),99.85,1992.55,3.162777777777778
4690-LLKUA,Yes,Masculino,Yes,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,45.05,770.6,1.5109803921568628
4690-PKDQG,No,Feminino,Yes,Yes,No,42,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,95.55,3930.6,3.1195238095238094
4692-NNQRU,No,Feminino,No,Yes,No,21,Yes,No,Fibra óptica,No,No,Yes,Yes,No,No,Um ano,No,Cheque eletrônico,79.2,1742.45,2.765793650793651
4693-VWVBO,No,Feminino,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque eletrônico,19.55,61.05,0.6783333333333333
4694-PHWFW,No,Feminino,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.95,170.9,0.7120833333333334
4695-VADHF,Yes,Masculino,No,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Mês a mês,No,Cheque eletrônico,57.45,990.85,1.8349074074074074
4695-WJZUE,Yes,Feminino,Yes,No,No,2,Yes,Yes,Fibra óptica,No,No,Yes,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,88.55,179.25,2.9875
4697-LUPSU,No,Masculino,No,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,20.2,34.75,0.5791666666666667
4698-KVLLG,No,Feminino,Yes,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),19.6,967.9,0.6326143790849673
4700-UBQMV,No,Masculino,No,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Um ano,Yes,Transferência bancária (automática),75.9,1549.75,2.459920634920635
4701-AHWMW,Yes,Masculino,No,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Mês a mês,Yes,Transferência bancária (automática),54.55,2978.3,1.8050303030303032
4701-LKOZD,No,Feminino,No,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),89.75,6367.2,3.032
4701-MLJPN,Yes,Masculino,No,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Mês a mês,Yes,Cheque eletrônico,55.25,1715.65,1.8447849462365593
4702-HDRKD,No,Masculino,No,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Um ano,Yes,Transferência bancária (automática),49.35,3321.35,1.652412935323383
4702-IOQDC,Yes,Feminino,No,No,No,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,70.1,70.1,2.3366666666666664
4703-MQYKT,No,Masculino,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,19.6,390.4,0.6196825396825396
4704-ERYFC,Yes,Feminino,No,Yes,No,22,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,69.25,1554.0,2.3545454545454545
4706-AXVKM,Yes,Feminino,Yes,No,No,11,Yes,Yes,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cartão de crédito (automático),84.8,906.85,2.748030303030303
4706-DGAHW,No,Masculino,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,45.2,45.2,1.5066666666666668
4707-MAXGU,No,Masculino,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),25.85,1872.2,0.8667592592592592
4707-YNOQA,No,Feminino,No,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,Yes,Cartão de crédito (automático),25.6,917.15,0.8991666666666667
4709-LKHYG,No,Feminino,No,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque eletrônico,20.0,540.05,0.6207471264367815
4710-FDUIZ,Yes,Masculino,No,Yes,No,56,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Um ano,No,Cartão de crédito (automático),100.3,5614.45,3.3419345238095235
4710-NKCAW,No,Masculino,No,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Mês a mês,No,Cartão de crédito (automático),64.4,316.9,2.1126666666666667
4712-AUQZO,No,Masculino,No,No,No,18,No,No phone service,DSL,Yes,No,Yes,No,No,No,Mês a mês,No,Cheque enviado,33.6,550.35,1.0191666666666668
4712-UYOOI,No,Feminino,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque eletrônico,20.0,417.65,0.6960833333333333
4713-LZDRV,Yes,Feminino,Yes,No,No,2,Yes,No,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,79.6,195.05,3.2508333333333335
4713-ZBURT,No,Masculino,No,No,Yes,45,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Dois anos,No,Transferência bancária (automática),99.7,4634.35,3.432851851851852
4716-HHKQH,No,Masculino,Yes,Yes,No,20,Yes,Yes,Fibra óptica,No,Yes,No,Yes,Yes,Yes,Mês a mês,No,Cheque eletrônico,107.05,2172.05,3.6200833333333335
4716-MRVEN,No,Feminino,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,20.0,599.3,0.6888505747126437
4717-GHADL,No,Feminino,No,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Dois anos,Yes,Cheque enviado,79.6,4024.2,2.6828
4718-DHSMV,No,Feminino,No,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Mês a mês,Yes,Cheque enviado,35.8,363.15,1.1004545454545454
4718-WXBGI,No,Masculino,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),91.95,6614.9,3.0624537037037034
4719-UMSIY,No,Masculino,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.65,100.9,0.5605555555555556
4720-VSTSI,Yes,Feminino,No,No,No,44,Yes,Yes,Fibra óptica,No,Yes,Yes,No,No,No,Mês a mês,Yes,Transferência bancária (automática),84.8,3862.55,2.9261742424242425
4723-BEGSG,No,Masculino,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),86.65,6094.25,2.821412037037037
4724-WXVWF,No,Masculino,No,No,No,48,Yes,Yes,Fibra óptica,Yes,No,No,Yes,No,Yes,Mês a mês,Yes,Cheque eletrônico,95.4,4445.3,3.087013888888889
4726-DLWQN,No,Masculino,Yes,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Mês a mês,Yes,Transferência bancária (automática),70.35,3454.6,2.3030666666666666
4727-MCYZG,No,Masculino,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Mês a mês,No,Cheque enviado,55.55,55.55,1.8516666666666666
4729-XKASR,Yes,Masculino,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,24.75,24.75,0.825
4730-AWNAU,No,Masculino,No,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Um ano,No,Cartão de crédito (automático),60.7,2234.55,2.069027777777778
4732-RRJZC,No,Masculino,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.25,144.35,0.6873809523809523
4735-ASGMA,Yes,Masculino,No,No,No,26,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,98.35,2515.3,3.22474358974359
4735-BJKOU,No,Feminino,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,20.15,804.85,0.6707083333333334
4737-AQCPU,No,Masculino,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Dois anos,No,Cartão de crédito (automático),72.1,5016.65,2.322523148148148
4737-HOBAX,No,Masculino,No,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),79.8,5034.05,2.6635185185185186
4741-WWJQZ,No,Feminino,No,Yes,No,2,Yes,No,Fibra óptica,Yes,No,No,Yes,No,No,Mês a mês,Yes,Cheque eletrônico,80.15,194.55,3.2425
4742-DRORA,No,Masculino,No,Yes,Yes,60,Yes,Yes,Fibra óptica,Yes,No,Yes,No,Yes,No,Um ano,Yes,Transferência bancária (automática),95.4,5812.0,3.2288888888888887
4742-TXUEX,No,Feminino,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),19.3,890.5,0.6315602836879433
4745-LSPLO,Yes,Masculino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.5,20.5,0.6833333333333333
4747-LCAQL,No,Masculino,No,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Mês a mês,Yes,Cheque enviado,79.0,1902.0,2.536
4749-OJKQU,No,Feminino,No,No,No,4,Yes,Yes,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,75.65,302.35,2.5195833333333337
4749-VFKVB,Yes,Feminino,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque enviado,50.1,50.1,1.6700000000000002
4750-UKWJK,No,Feminino,Yes,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cheque enviado,19.6,727.8,0.6556756756756756
4750-ZRXIU,Yes,Feminino,Yes,No,No,4,Yes,Yes,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,84.6,360.1,3.0008333333333335
4751-ERMAN,No,Masculino,No,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),75.4,5480.25,2.5371527777777776
4753-PADAS,No,Feminino,No,Yes,No,67,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Um ano,Yes,Transferência bancária (automática),105.7,6816.95,3.391517412935323
4759-PXTAN,No,Feminino,No,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Um ano,Yes,Cheque eletrônico,80.1,4693.2,2.6515254237288133
4759-TRPLW,Yes,Masculino,No,No,No,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,70.4,70.4,2.3466666666666667
4760-THGOT,No,Feminino,No,Yes,No,43,Yes,Yes,Fibra óptica,Yes,Yes,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,94.1,4107.3,3.1839534883720932
4760-XOHVN,Yes,Feminino,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.45,19.45,0.6483333333333333
4763-PGDPO,Yes,Feminino,No,No,No,4,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,No,Cheque eletrônico,70.4,281.0,2.341666666666667
4765-OXPPD,Yes,Feminino,No,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Mês a mês,No,Cheque enviado,65.0,663.05,2.455740740740741
4767-HZZHQ,No,Masculino,No,Yes,Yes,30,Yes,No,Fibra óptica,No,Yes,Yes,No,No,No,Mês a mês,No,Transferência bancária (automática),82.05,2570.2,2.8557777777777775
